schema_version,run_id,ts_start,ts_end,block,scenario,mode,rep,is_warmup,side_experiment,harness_git_sha,harness_git_dirty,llamacpp_tag,llamacpp_sha,model_name,model_sha256,doc_label,doc_tokens,question_id,full_prompt_tokens,new_input_tokens,ctx_size,n_slots,ngl,cache_type_k,cache_type_v,flash_attn,swa_full,cache_reuse_n,cache_ram_mib,seed,temperature,top_k,n_predict,client_ttft_s,client_total_s,server_prompt_n,server_prompt_ms,server_predicted_n,server_predicted_ms,server_prompt_tok_s,server_predicted_tok_s,tokens_cached,tokens_evaluated,server_timings_json,reuse_assert,reuse_bool,probe_result,probe_baseline_sha,probe_restored_sha,save_point,page_cache_state,save_file,save_bytes,save_ms,n_saved,restore_ms,restore_bytes,n_restored,save_build_tag,restore_build_tag,save_flags_json,outcome,kv_total_mib,kv_k_type,kv_v_type,compute_buffer_mtl_mib,model_buffer_mtl_mib,projected_device_mib,rss_peak_mb,rss_mean_mb,rss_n,free_disk_gb_start,gen_content_sha256,gen_tokens_sha256,server_log,verbosity,resume_total_ms
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T16:58:39,A2,supervised_interleaved,cold,1,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,149.5281,152.6049,32796,149501.582,64,3074.413,219.3689161095299,20.816981973469407,32859,32796,"{""cache_n"":0,""prompt_n"":32796,""prompt_ms"":149501.582,""prompt_per_token_ms"":4.55853097938773,""prompt_per_second"":219.3689161095299,""predicted_n"":64,""predicted_ms"":3074.413,""predicted_per_token_ms"":48.037703125,""predicted_per_second"":20.816981973469407}",,,,,,doc_prefill,n/a,supervised_32k.bin,4295623468,,,,,,b9871,b9871,,,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T16:58:43,A2,supervised_interleaved,disk_restore,1,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,0.2246,3.1666,28,206.944,64,2939.564,135.30230400494818,21.771936246327687,32859,32796,"{""cache_n"":32768,""prompt_n"":28,""prompt_ms"":206.944,""prompt_per_token_ms"":7.390857142857143,""prompt_per_second"":135.30230400494818,""predicted_n"":64,""predicted_ms"":2939.564,""predicted_per_token_ms"":45.9306875,""predicted_per_second"":21.771936246327687}",PASS,True,PASS,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,doc_prefill,warm_read,supervised_32k.bin,4295623468,,,772.939,4295623468,32769,b9871,b9871,,WORKS,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,997.5
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:01:05,A2,supervised_interleaved,cold,2,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,139.3052,142.5605,32796,139283.395,64,3252.502,235.4623822890015,19.67715930689666,32859,32796,"{""cache_n"":0,""prompt_n"":32796,""prompt_ms"":139283.395,""prompt_per_token_ms"":4.246962891816075,""prompt_per_second"":235.4623822890015,""predicted_n"":64,""predicted_ms"":3252.502,""predicted_per_token_ms"":50.82034375,""predicted_per_second"":19.67715930689666}",,,,,,doc_prefill,n/a,supervised_32k.bin,4295623468,,,,,,b9871,b9871,,,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:01:09,A2,supervised_interleaved,disk_restore,2,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,0.2279,3.2142,28,208.816,64,2983.634,134.0893418128879,21.45035215445326,32859,32796,"{""cache_n"":32768,""prompt_n"":28,""prompt_ms"":208.816,""prompt_per_token_ms"":7.457714285714286,""prompt_per_second"":134.0893418128879,""predicted_n"":64,""predicted_ms"":2983.634,""predicted_per_token_ms"":46.61928125,""predicted_per_second"":21.45035215445326}",PASS,True,PASS,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,doc_prefill,warm_read,supervised_32k.bin,4295623468,,,786.702,4295623468,32769,b9871,b9871,,WORKS,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,1014.6
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:03:50,A2,supervised_interleaved,cold,3,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,157.4216,160.8706,32796,157401.769,64,3446.464,208.3585223238501,18.569757293272176,32859,32796,"{""cache_n"":0,""prompt_n"":32796,""prompt_ms"":157401.769,""prompt_per_token_ms"":4.799419715819003,""prompt_per_second"":208.3585223238501,""predicted_n"":64,""predicted_ms"":3446.464,""predicted_per_token_ms"":53.851,""predicted_per_second"":18.569757293272176}",,,,,,doc_prefill,n/a,supervised_32k.bin,4295623468,,,,,,b9871,b9871,,,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:03:55,A2,supervised_interleaved,disk_restore,3,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,0.23,3.8373,28,208.313,64,3604.877,134.4131187203871,17.753726410082784,32859,32796,"{""cache_n"":32768,""prompt_n"":28,""prompt_ms"":208.313,""prompt_per_token_ms"":7.439749999999999,""prompt_per_second"":134.4131187203871,""predicted_n"":64,""predicted_ms"":3604.877,""predicted_per_token_ms"":56.326203125,""predicted_per_second"":17.753726410082784}",PASS,True,PASS,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,doc_prefill,warm_read,supervised_32k.bin,4295623468,,,758.696,4295623468,32769,b9871,b9871,,WORKS,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,988.7
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:06:47,A2,supervised_interleaved,cold,4,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,168.9385,172.5819,32796,168916.499,64,3640.826,194.15510145045096,17.578428631305094,32859,32796,"{""cache_n"":0,""prompt_n"":32796,""prompt_ms"":168916.499,""prompt_per_token_ms"":5.150521374557873,""prompt_per_second"":194.15510145045096,""predicted_n"":64,""predicted_ms"":3640.826,""predicted_per_token_ms"":56.88790625,""predicted_per_second"":17.578428631305094}",,,,,,doc_prefill,n/a,supervised_32k.bin,4295623468,,,,,,b9871,b9871,,,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:06:52,A2,supervised_interleaved,disk_restore,4,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,0.2308,4.0938,28,209.684,64,3860.716,133.53427061673756,16.577235932402175,32859,32796,"{""cache_n"":32768,""prompt_n"":28,""prompt_ms"":209.684,""prompt_per_token_ms"":7.488714285714286,""prompt_per_second"":133.53427061673756,""predicted_n"":64,""predicted_ms"":3860.716,""predicted_per_token_ms"":60.3236875,""predicted_per_second"":16.577235932402175}",PASS,True,PASS,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,doc_prefill,warm_read,supervised_32k.bin,4295623468,,,696.62,4295623468,32769,b9871,b9871,,WORKS,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,927.4
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:09:46,A2,supervised_interleaved,cold,5,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,170.4317,174.0013,32796,170410.447,64,3567.094,192.4529896925862,17.94177557417887,32859,32796,"{""cache_n"":0,""prompt_n"":32796,""prompt_ms"":170410.447,""prompt_per_token_ms"":5.196074124893279,""prompt_per_second"":192.4529896925862,""predicted_n"":64,""predicted_ms"":3567.094,""predicted_per_token_ms"":55.73584375,""predicted_per_second"":17.94177557417887}",,,,,,doc_prefill,n/a,supervised_32k.bin,4295623468,,,,,,b9871,b9871,,,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,
1.1,20260705T165115_A2_32k,2026-07-05T16:53:18,2026-07-05T17:09:50,A2,supervised_interleaved,disk_restore,5,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,32k,32768,q1,32795,27,33792,1,99,f16,f16,on,0,,0,42,0,1,64,0.2222,3.7273,28,204.43,64,3502.633,136.9661986988211,18.27196854480615,32859,32796,"{""cache_n"":32768,""prompt_n"":28,""prompt_ms"":204.43,""prompt_per_token_ms"":7.301071428571428,""prompt_per_second"":136.9661986988211,""predicted_n"":64,""predicted_ms"":3502.633,""predicted_per_token_ms"":54.728640625,""predicted_per_second"":18.27196854480615}",PASS,True,PASS,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,doc_prefill,warm_read,supervised_32k.bin,4295623468,,,682.67,4295623468,32769,b9871,b9871,,WORKS,,,,,,,,,,211.3,a6c59e3b3e7a0ae97461c5846c8d5412167a1fa8c6538179a14eacb46959e011,25a1e9a262a8ef9029a13807934648e3bbb063a21291d44e3b5fb40ad90761b8,results/raw/20260705T165115_A2_32k.log,default; ambient=n/a,904.9
